Code,Name,Purchase Price,Tax,Retail Price,Category Code
457,Suavitel momentos magicos besos de flores 750ml,,0,0,13
458,Suavitel dulces placeres fresas y chocolate 750ml,,0,0,13
459,Suavitel dulces placeres toronja y flor de cereza 750ml,,0,0,13
460,Suavitel momentos magicos abrazo de sol 750ml,,0,0,13
461,Suavitel complete armonia de durazno 800ml,,0,0,13
462,Suavitel complete fresca primavera 800ml,,0,22,13
463,Suavitel momentos magicos abrazo de amor 750ml,,0,0,13
464,Suavitel complete fresco aroma de sol 800ml,,0,22,13
465,Suavitel complete anochecer 800ml,,0,22,13
466,Suavitel complete orquideas blancas 800ml,,0,22,13
467,Suavitel complete acqua 800ml,,0,22,13
468,Ensueño max Zero enjuague rocio de violetas 850ml,,0,17,13
469,Ensueño max Zero enjuague sensacion natural 850ml,,0,17,13
470,Ensueño Zero enjuague frescura primaveral 850ml,,0,0,13
471,Ensueño naturela coco   karite 850ml,,0,18,13
472,Ensueño naturela pepino   bambu 850ml,,0,0,13
473,Ensueño naturela avena   almendra 850ml,,0,0,13
474,Ensueño bebe con aloe vera 850ml,,0,17,13
475,Ensueño max fresca armonia 850ml,,0,17,13
476,Ensueño max fresco verano 850ml,,0,17,13
477,Ensueño naturela manzanilla   aloe 850ml,,0,0,13
478,Jabon det. ace 250gr,,0,10,13
479,Jabon ace Det. 500gr,,0,18,13
480,Det Maestro limpio 500gr,,0,0,13
481,Det. Bold 3 en 1  850gr,,0,0,13
482,Det Ace 900gr,,0,32,13
483,Det. roma de 250gr,,0,8,13
484,Det. blanca Nieves 250gr,,0,9,13
485,Det. Foca 250gr,,0,9,13
486,Det. roma 500gr,,0,16,13
487,Det. Maestro limpio 250gr,,0,0,13
488,Det. bold 3 en 1 500gr,,0,14,13
489,Det. ariel 850gr,,0,33,13
490,Det. Foca 1 kg,,0,0,13
491,Jabon pasta tepeyac,,0,14,13
492,Det. salvo 250gr,,0,9,13
493,Det. salvo 500gr,,0,18,13
494,Det. salvo 1 kg,,0,31,13
495,Det. roma 1 kg,,0,33,13
496,Det. ariel 500gr,,0,18,13
497,Det. ariel 250gr,,0,11,13
498,Hortensia supreme 450 hjs,,0,26,13
499,Hortensia supreme 400 hjs,,0,24,13
500,Hig. Vogue 400 hjs,,0,25,13
501,Servilletas prueba 125 pzas,,0,9,13
502,Servilletas prueba 500 pzas,,0,27,13
503,servilletas petalo 100 pzas,,0,10,13
504,Servilletas petalo 220 pzas,,0,25,13
505,P. aluminio alupack 7.5m * 29cm,,0,13,13
506,P. aluminio reynolds wrap 7.62m * 30.4 cm,,0,23,13
507,plato pastelero reyma 006 25 pzas,,0,8,13
508,Vaso termico 10JY10 dark 10 oz 25 pzas,,0,10,13
509,plato pozolero orion 25 pzas PH8,,0,0,13
510,Tenedor sopero 25 pzas foriba,,0,10,13
511,Vaso platico Reyma 50 pzas 8 oz,,0,20,13
512,Charola 066 orion 50 pzas,,0,14,13
513,Charola 855 25 pzas orion,,0,16,13
514,Whiskas sobre fillets salmon 85gr,,0,9,13
515,Whiskas sobre  fillets parrillada mixta 85gr,,0,9,13
516,Whiskas sobre fillets pescado blanco 85gr,,0,9,13
517,Whiskas sobre fillets pavo 85gr,,0,9,13
518,Det. liquido mas color 830ml,,0,28,13
519,Det. Mas oscura 415ml,,0,16,13
520,Cuchara pastelera 50 pzas foriba,,0,8,13
521,Pedigree lata 375gr adulto res en filetes,,0,0,13
522,Pedigree lata 625gr adulto res en filetes,,0,38,13
